customer_id,age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,churned
0caa27d1-1f18-4fa5-97ce-a1656248d78e,20,Other,Standard,18.31,41,Oceania,Laptop,13.99,Credit Card,1,0.44,Romance,1
d72a2ac1-389d-4500-8f2a-65253fd4ebc3,52,Male,Standard,17.26,58,North America,Mobile,13.99,Crypto,4,0.29,Comedy,1
45c7566b-3b5b-4112-8ed2-89a4d20a3eae,58,Male,Standard,19.25,2,Europe,Mobile,13.99,Credit Card,2,6.42,Drama,0
2fa4c011-968c-449e-b26f-3cb70ae6a8a0,49,Female,Basic,18.19,23,Europe,Mobile,8.99,Gift Card,3,0.76,Sci-Fi,0
ad9d7de3-a095-4576-931f-7e06480c9b78,45,Male,Basic,2.73,27,Asia,Mobile,8.99,Debit Card,3,0.1,Drama,1
f6c82890-a67e-4c6c-bc25-c0942e667b1a,61,Other,Standard,4.12,0,Africa,Desktop,13.99,Crypto,1,4.12,Romance,0
2bcf8e3c-c68d-4343-9d6f-8a0d4406a4cb,43,Male,Premium,13.49,8,Europe,Desktop,17.99,Gift Card,4,1.5,Documentary,0
57a0a7ed-21ea-4587-b519-ab35689cc9c8,40,Female,Standard,7.66,57,Asia,Desktop,13.99,Crypto,1,0.13,Action,1
d019bb17-c284-4b18-b15e-a8625a16d93f,49,Other,Standard,5.88,40,North America,Mobile,13.99,Crypto,2,0.14,Action,1
5fd6b79c-c1c6-45e2-9604-58cece9a92f7,40,Male,Premium,1.85,46,North America,Mobile,17.99,Crypto,1,0.04,Action,1
065fa014-3a3e-4d9a-a54f-60f91fae5820,61,Male,Premium,4.67,43,South America,TV,17.99,Crypto,4,0.11,Romance,1
bbeab1f0-e7d0-4d12-9a73-a1927bfdb187,30,Female,Premium,5.97,2,South America,Tablet,17.99,Credit Card,3,1.99,Horror,0
95b2428f-6c41-4839-99d9-9e87a3ae603e,65,Male,Standard,5.46,55,South America,Tablet,13.99,PayPal,2,0.1,Sci-Fi,1
1137c41e-fb4a-4d4b-a92a-075de068f94a,50,Other,Standard,8.77,42,North America,Tablet,13.99,PayPal,2,0.2,Action,1
d074446a-701b-4b52-8a63-790ae3d922b0,54,Other,Standard,3.36,50,Africa,Laptop,13.99,Gift Card,5,0.07,Romance,1
fa3df7a7-031b-4bc3-ad1c-12c10ebc05f7,56,Other,Basic,16.89,38,Europe,TV,8.99,Debit Card,2,0.43,Horror,1
e43fd57a-efec-41d1-93be-ef8bb0e913be,38,Male,Standard,6.68,15,Oceania,Mobile,13.99,Credit Card,1,0.42,Drama,0
ecdc67bf-2219-48d4-ad54-61842802c67c,55,Female,Standard,3.81,2,Oceania,TV,13.99,Gift Card,1,1.27,Sci-Fi,0
23f251da-e126-4afc-88a9-12165a683cde,61,Male,Premium,34.86,23,Oceania,Mobile,17.99,Crypto,3,1.45,Documentary,0
07d43b0b-94e3-4ea5-9281-7d959494690d,31,Male,Standard,54.98,57,Africa,Desktop,13.99,Gift Card,4,0.95,Horror,0
40c040fc-9b95-4b3b-871a-21ff700d0f77,68,Male,Premium,17.56,29,Asia,Laptop,17.99,Debit Card,4,0.59,Sci-Fi,0
8f340b20-ff03-4b80-9530-ef215931e3b9,31,Other,Premium,21.92,54,Asia,TV,17.99,PayPal,3,0.4,Documentary,0
8372f52f-257c-4f58-ae67-dfa618516600,32,Other,Basic,1.96,49,North America,Laptop,8.99,PayPal,4,0.04,Documentary,1
ae401f97-f477-4b59-835c-80aba1166e34,61,Female,Premium,55.13,59,Asia,Tablet,17.99,Debit Card,1,0.92,Horror,0
ad445a45-e3da-485d-9d7c-d174bd6cb9fd,66,Female,Standard,7.74,6,South America,Laptop,13.99,Credit Card,4,1.11,Horror,0
1b82995d-cc3f-4f27-a87f-2dd1b6c9fc2e,59,Other,Premium,18.05,19,Asia,TV,17.99,PayPal,3,0.9,Documentary,0
37cfcd56-9185-4c3d-8049-8ac6b15e6cbb,64,Female,Basic,3.98,58,Oceania,Laptop,8.99,PayPal,5,0.07,Sci-Fi,1
a12e71fd-b9d2-4a9f-aa23-ec9901dd1fc3,51,Other,Standard,10.19,22,Europe,TV,13.99,PayPal,3,0.44,Horror,0
0fe47c7b-385a-478d-bda2-22b84a8712a2,29,Male,Basic,13.0,46,Oceania,Tablet,8.99,Credit Card,4,0.28,Drama,1
c71e9898-65ce-47bd-918c-3ebdd3ffcac9,63,Male,Premium,13.77,51,Africa,Mobile,17.99,Gift Card,5,0.26,Romance,1
ec5781d8-464a-454c-baff-392f96621e07,35,Female,Premium,38.65,21,Asia,Desktop,17.99,PayPal,4,1.76,Horror,0
b9fd67cd-6bf0-4c9c-ab2f-2d3060247949,27,Female,Basic,7.52,34,Oceania,Mobile,8.99,Crypto,5,0.21,Romance,1
9401354d-1498-4eee-a560-19b633a103b3,48,Other,Premium,25.07,29,North America,Tablet,17.99,Credit Card,4,0.84,Drama,0
134e6a09-9723-4652-9213-fbfecaa84377,62,Female,Premium,0.45,20,Europe,Tablet,17.99,Debit Card,5,0.02,Sci-Fi,0
f3d58e2f-b78f-4df7-8455-58ecd328798d,32,Male,Basic,10.13,8,Oceania,Tablet,8.99,Credit Card,5,1.13,Horror,0
7a83aab4-74d0-4981-a8dc-b3efb61412f6,25,Female,Premium,17.57,16,Oceania,Tablet,17.99,PayPal,4,1.03,Comedy,0
55e8d23c-b8a3-4bb1-9c03-3e14641639ac,25,Other,Standard,9.92,3,Europe,Tablet,13.99,Crypto,5,2.48,Horror,0
7159f13c-01b8-4c3c-8d77-8a60df9e2653,29,Other,Standard,53.2,49,South America,Laptop,13.99,Crypto,5,1.06,Sci-Fi,0
1a3f4483-772d-43ea-a48a-605e0ebe7079,33,Other,Premium,9.1,26,South America,Laptop,17.99,Gift Card,2,0.34,Drama,0
a7bce00c-ce93-4774-b7aa-19c634036995,63,Other,Premium,51.75,30,Asia,TV,17.99,Crypto,1,1.67,Horror,0
57d8b5cf-f8ef-4b53-9b81-ce894a52f74e,59,Female,Premium,16.39,40,Asia,Laptop,17.99,Debit Card,5,0.4,Horror,0
2e50b30b-57f0-4ab7-8aa0-7d1c90049955,30,Female,Basic,0.36,60,Africa,Laptop,8.99,Debit Card,3,0.01,Drama,1
1fc5bc15-e2ed-47e0-a8c3-78632ffeae19,56,Female,Standard,30.05,14,Africa,Mobile,13.99,Gift Card,1,2.0,Horror,0
5d4f942c-5e0c-4e72-b7e5-c03cc4dc020c,33,Other,Basic,4.44,28,Asia,Mobile,8.99,Crypto,1,0.15,Horror,1
6800590b-a6fe-40ed-81d1-201693007a0a,24,Other,Standard,40.81,40,Europe,Laptop,13.99,Debit Card,4,1.0,Action,0
c8648f0f-0b92-4445-a3a7-5c48711cbc07,57,Male,Premium,0.97,32,South America,Mobile,17.99,Gift Card,2,0.03,Comedy,1
0c40bdbb-d30b-489e-ac36-91ab09dfdeab,57,Male,Basic,3.31,57,Europe,Mobile,8.99,Gift Card,2,0.06,Drama,1
5bde9c98-533b-4ba8-8d0d-aed2782d2684,30,Other,Basic,0.28,56,Africa,Mobile,8.99,PayPal,2,0.0,Horror,1
e203e4ef-dc62-4e97-884d-77a46ddf3813,18,Female,Standard,0.27,20,Oceania,Desktop,13.99,Credit Card,1,0.01,Comedy,1
c5012664-e999-48d6-ba20-5a7c51f6f262,30,Other,Basic,14.06,50,North America,Laptop,8.99,Gift Card,1,0.28,Documentary,1
dbab2c81-25f3-4f64-969d-48093e7989cc,50,Other,Premium,1.21,44,Europe,Tablet,17.99,Credit Card,1,0.03,Action,1
a32eee4c-69e9-41ee-a91d-f328cb381b15,59,Female,Premium,0.61,17,Africa,Tablet,17.99,Debit Card,5,0.03,Documentary,0
45cd4327-0de3-43a8-a581-0bdd0432030d,45,Female,Standard,2.52,23,Europe,Desktop,13.99,Debit Card,1,0.1,Documentary,1
2d9b4222-589e-4c8d-b433-3b6f82c14e4c,40,Female,Standard,7.02,18,Africa,Tablet,13.99,PayPal,4,0.37,Sci-Fi,0
25786b48-b57f-43d4-8a62-b852aa91d6eb,40,Male,Standard,3.58,21,Africa,TV,13.99,Credit Card,3,0.16,Drama,1
bf57159a-63c5-479a-b4c8-ced4a60e2d2d,41,Female,Premium,6.01,36,North America,Tablet,17.99,Debit Card,4,0.16,Action,0
85745954-f001-4b50-a3a8-89081a78fdb3,43,Female,Standard,3.24,23,South America,Laptop,13.99,Gift Card,5,0.14,Drama,1
5cdde76b-50a8-4d41-a799-177a2e77e581,67,Female,Premium,4.01,55,South America,Laptop,17.99,Debit Card,4,0.07,Drama,1
9d5ba8a6-0786-4b13-9c64-881480979699,20,Female,Basic,1.0,32,Africa,Tablet,8.99,Credit Card,2,0.03,Romance,1
c26ca12f-3a9d-4522-ad03-95e1a45137eb,59,Female,Basic,24.62,21,North America,TV,8.99,Credit Card,3,1.12,Drama,0
2d0da2af-0c0a-45d2-90e2-09bf79d186b2,34,Female,Standard,4.06,44,Europe,Tablet,13.99,PayPal,1,0.09,Drama,1
49d191d4-94d6-46a0-a47a-f36813b05dfb,40,Other,Premium,3.41,26,North America,TV,17.99,Credit Card,5,0.13,Action,0
8ee6ec42-bc06-4390-b152-bbf1c1c0b165,45,Male,Standard,9.87,46,Europe,Desktop,13.99,Debit Card,4,0.21,Comedy,0
c38f1921-4fc2-4350-a1e1-c0aaeedf1654,45,Male,Basic,0.29,45,Oceania,Tablet,8.99,Debit Card,2,0.01,Documentary,1
2c06953e-4bc1-42f4-8769-813f8f36b530,54,Other,Basic,0.5,54,Asia,Desktop,8.99,Crypto,1,0.01,Comedy,1
6e118d2b-80ba-4226-8a1a-cdacad3f4448,27,Female,Basic,0.67,22,Africa,Mobile,8.99,Crypto,2,0.03,Drama,1
98b942f7-194b-40aa-95ab-66f412de5d19,48,Female,Basic,17.68,47,Oceania,Tablet,8.99,PayPal,3,0.37,Romance,1
09904ad7-d9db-45a3-ba9f-220cfe88a333,44,Female,Standard,22.85,1,South America,Tablet,13.99,Credit Card,3,11.43,Comedy,0
98b7c57d-1094-45dd-bb45-d9bb8dff9b83,36,Other,Standard,34.6,19,Oceania,Tablet,13.99,Crypto,3,1.73,Action,0
8095be8a-3220-40ec-a3ad-6bbc2aee0cc9,33,Other,Basic,20.06,32,South America,Tablet,8.99,Debit Card,3,0.61,Drama,0
39bad655-5f49-40ce-addd-c69cc6742a25,66,Other,Basic,8.03,7,Africa,Mobile,8.99,Crypto,4,1.0,Horror,0
99e08a07-d0de-46c9-997d-1fb9452bea46,29,Male,Basic,1.7,43,South America,Mobile,8.99,Debit Card,5,0.04,Horror,1
16eef2bf-6be9-48c4-bc16-37c86a697011,35,Female,Premium,19.05,57,Oceania,Mobile,17.99,Credit Card,5,0.33,Action,0
6e160b44-363a-4d57-bab6-5b22e979e887,56,Female,Basic,0.4,38,Oceania,Mobile,8.99,Debit Card,5,0.01,Action,1
be23ec59-2fcc-4671-9283-33b1981584f0,35,Male,Premium,14.76,26,South America,Desktop,17.99,Credit Card,4,0.55,Drama,0
6d118c34-ab50-4536-a2a2-b07a214e2343,43,Female,Standard,5.74,6,Oceania,Mobile,13.99,Credit Card,3,0.82,Drama,0
1b5f4177-371a-4c9a-a4fd-46ccc96103dd,20,Male,Basic,6.06,37,North America,TV,8.99,Debit Card,5,0.16,Comedy,1
5b61c411-6055-4022-a40a-b05d1555eac4,21,Male,Standard,4.52,3,Oceania,Mobile,13.99,Crypto,3,1.13,Drama,0
fd89085e-0ec9-40aa-8b8b-b72b7ca501da,29,Other,Premium,4.19,54,South America,Desktop,17.99,Credit Card,1,0.08,Sci-Fi,1
5ca7dc45-e131-41be-82fb-580106346593,32,Male,Basic,14.22,48,North America,TV,8.99,Crypto,3,0.29,Comedy,1
37bf780f-45c1-471c-8158-9f211fbf9e0a,60,Female,Standard,1.03,2,Asia,Tablet,13.99,PayPal,5,0.34,Documentary,0
3d1d4b0b-7556-4ab7-8a9f-f47e37c61ac1,64,Female,Standard,3.38,38,North America,Laptop,13.99,PayPal,2,0.09,Romance,1
2a290e33-1f4c-4b59-88d5-bb9fb03129ea,70,Other,Basic,23.08,25,South America,TV,8.99,Debit Card,3,0.89,Comedy,0
7e2e2ab8-ef15-4a1d-ab31-70439070dcb2,45,Female,Premium,0.12,14,Europe,TV,17.99,Debit Card,5,0.01,Documentary,0
9d59350b-6bf3-48ad-aa59-d0fc92f66475,66,Other,Premium,92.07,58,North America,Mobile,17.99,PayPal,3,1.56,Comedy,0
d950a7ae-60bd-4f16-ad7e-46c34268c6fd,24,Other,Standard,4.89,58,South America,Mobile,13.99,Debit Card,2,0.08,Action,1
51ba57c9-cf31-4241-9a54-ad1abaf17326,32,Other,Standard,27.77,2,Oceania,Tablet,13.99,Crypto,3,9.26,Sci-Fi,0
4e3215e3-48be-4ea9-86e4-057e5ce9bf39,43,Male,Standard,1.06,27,Asia,TV,13.99,PayPal,4,0.04,Action,0
d6ad8dcd-7d77-4c28-8a3b-fe698c0f7794,32,Male,Basic,8.25,59,Africa,TV,8.99,PayPal,4,0.14,Action,1
fa628a8c-2284-4cd4-b893-92f7667cd544,26,Male,Premium,10.65,37,South America,TV,17.99,Credit Card,3,0.28,Horror,1
c83d8343-0bd3-42a8-a312-9b6e75367d29,64,Other,Premium,7.0,9,Oceania,Mobile,17.99,Crypto,4,0.7,Drama,0
be65e2d8-f330-4919-af85-108de70426dd,60,Other,Standard,10.1,28,North America,Mobile,13.99,Crypto,5,0.35,Romance,0
e27f7ce7-451e-43a1-921d-805411db2e25,57,Other,Premium,10.89,3,North America,Desktop,17.99,Crypto,5,2.72,Sci-Fi,0
27ccc5be-9895-4ee0-86b5-8e917c0650e4,29,Male,Basic,11.65,22,Asia,Laptop,8.99,PayPal,2,0.51,Comedy,0
604f83af-4c1b-4e00-897c-82ce3d3a5727,22,Male,Basic,4.64,30,Europe,TV,8.99,Crypto,3,0.15,Sci-Fi,1
6fda8923-b925-4e65-97e4-ed9481d66b44,69,Female,Standard,2.48,55,South America,Laptop,13.99,Gift Card,1,0.04,Romance,1
72adca9f-6269-4e59-a56b-cb03c699549c,47,Male,Premium,22.31,6,Africa,TV,17.99,Gift Card,3,3.19,Comedy,0
0dbd65af-cebd-466e-8dae-0faefae015d0,59,Male,Premium,2.83,12,Africa,Laptop,17.99,Credit Card,5,0.22,Comedy,0
ac9e9c4b-a50e-4c0c-9f68-d0a2b3a657f5,28,Male,Basic,13.44,20,Oceania,TV,8.99,Credit Card,1,0.64,Comedy,0
eeca7e99-fc70-4609-aeb1-5ba88fd7daef,53,Male,Premium,6.61,54,Europe,Laptop,17.99,PayPal,2,0.12,Comedy,1
7cd4a8f6-a14a-4c46-9c67-d52b2279855e,41,Other,Basic,2.09,52,Asia,Laptop,8.99,Crypto,3,0.04,Comedy,1
3c84119c-5db9-4cbb-ac42-45757da0210f,41,Other,Basic,11.39,44,South America,Mobile,8.99,Gift Card,3,0.25,Romance,1
ee89f93f-b2ff-459e-93a2-ea8bfa7992f6,48,Other,Basic,60.85,10,Africa,Desktop,8.99,Debit Card,5,5.53,Horror,0
eae6439e-8cdf-4258-ab49-c493925b927a,32,Other,Premium,2.22,34,Europe,TV,17.99,Debit Card,1,0.06,Drama,1
123f622f-26f1-431d-bc19-2219c6e7fc86,65,Female,Premium,4.89,6,Asia,TV,17.99,Gift Card,1,0.7,Documentary,0
04df6b31-22ff-4a64-b1f9-fde97eed25f8,37,Other,Standard,26.94,12,Africa,Desktop,13.99,Gift Card,3,2.07,Documentary,0
7f20a481-fa8a-466a-8003-791225f73ab2,32,Female,Basic,8.12,36,Oceania,Laptop,8.99,Debit Card,5,0.22,Drama,1
2f8b0059-b300-4da0-bacc-749ab45c3722,44,Male,Basic,2.84,12,Oceania,Tablet,8.99,Debit Card,2,0.22,Horror,1
6732052d-d079-4067-a288-4c23e1a599b9,27,Male,Standard,20.21,57,Oceania,Tablet,13.99,Crypto,2,0.35,Horror,0
09676128-1363-46d4-8e65-fb15aab4502c,19,Other,Premium,8.11,56,North America,Laptop,17.99,PayPal,5,0.14,Horror,0
dddfa932-69d3-48e0-81df-8c797829701a,70,Other,Standard,4.69,32,Asia,TV,13.99,Debit Card,3,0.14,Documentary,1
75bb1697-a008-4d94-9307-8652f6b88827,42,Other,Standard,6.91,21,Asia,Mobile,13.99,Gift Card,4,0.31,Drama,0
6fb2caa8-9389-4816-91cb-d1134a7b15a1,57,Male,Basic,2.89,27,Africa,Mobile,8.99,PayPal,4,0.1,Horror,1
92c53048-5882-489d-856d-aa142eaf9d80,25,Other,Basic,17.9,3,Oceania,Tablet,8.99,Crypto,3,4.47,Romance,0
1d46a6b0-f972-4e84-b7e5-53c37d927a82,55,Other,Standard,47.33,27,Africa,Tablet,13.99,Debit Card,5,1.69,Documentary,0
febacab1-7c87-4a27-b2a5-6aaa51021c13,43,Female,Basic,11.02,47,Oceania,TV,8.99,Crypto,4,0.23,Romance,1
6ad7f0b7-91f7-4c49-9d03-085ce4845c8e,28,Male,Basic,11.25,52,Europe,Laptop,8.99,PayPal,5,0.21,Action,1
99ad0075-1330-459a-80ee-c657f8d65788,59,Other,Premium,0.95,55,South America,Desktop,17.99,Crypto,4,0.02,Comedy,1
ece38646-24dc-4bb9-9aa4-c5f22592d6ad,66,Male,Premium,22.68,50,Europe,Laptop,17.99,PayPal,4,0.44,Documentary,0
d8a6954a-bf7f-45fa-bde0-90266d3195fb,54,Female,Standard,12.34,32,Asia,Desktop,13.99,Gift Card,3,0.37,Sci-Fi,1
8ca24125-559b-4d91-b405-46de7915f685,65,Female,Standard,7.4,34,South America,TV,13.99,Crypto,3,0.21,Sci-Fi,1
59711c93-38ef-47c5-b728-42fa302cacd0,42,Female,Standard,3.67,13,Oceania,TV,13.99,Debit Card,3,0.26,Action,1
97b76db8-4504-438b-b561-4b8c8976c938,70,Female,Premium,1.04,37,South America,Tablet,17.99,PayPal,2,0.03,Horror,1
e2099718-98c9-4ab1-8b20-cdc7184feacf,50,Other,Basic,25.08,53,South America,Desktop,8.99,Credit Card,5,0.46,Drama,0
ff5354ce-5deb-4dc4-8d39-a68c03938af3,69,Female,Standard,4.53,16,Europe,Laptop,13.99,Crypto,2,0.27,Horror,1
98504084-75ee-40c1-a61e-c01ebf8377d5,48,Female,Basic,5.71,40,Africa,Tablet,8.99,Crypto,1,0.14,Romance,1
77601669-57ba-4d83-822b-2c9d3fbee785,38,Female,Premium,12.49,38,Oceania,TV,17.99,Credit Card,1,0.32,Sci-Fi,1
c6a8e5fa-5432-47ce-b361-ae6096451a27,49,Other,Basic,76.16,13,North America,TV,8.99,PayPal,5,5.44,Comedy,0
651e01c7-45b6-44ef-a851-16dd82b0d92f,58,Female,Basic,11.9,36,Asia,Tablet,8.99,PayPal,3,0.32,Documentary,1
63b76069-9c9c-4030-8501-e9bd5f70baac,34,Female,Premium,19.54,10,Asia,Laptop,17.99,Debit Card,2,1.78,Sci-Fi,0
45e3d341-d04b-4276-99dc-9fc89496e4b9,45,Male,Premium,13.88,26,North America,Desktop,17.99,Crypto,1,0.51,Documentary,0
5fe4f40a-4055-446d-8d46-e7cb6a540c72,26,Other,Standard,24.89,16,Asia,Desktop,13.99,PayPal,4,1.46,Romance,0
a9bac7bd-9fb2-43cc-b170-fb3a6c9772f7,68,Other,Standard,12.66,7,Asia,Tablet,13.99,Credit Card,2,1.58,Romance,0
749b69f5-8a24-428a-880c-86057af2a485,66,Male,Basic,12.05,33,South America,Tablet,8.99,PayPal,3,0.35,Drama,1
65967ad4-dae6-45d3-9af8-3897eed4bdfb,56,Female,Premium,2.39,21,South America,Tablet,17.99,Debit Card,2,0.11,Comedy,1
646fdaf5-1306-44f0-b02d-00ae75a929ae,31,Female,Basic,3.77,12,South America,Laptop,8.99,Credit Card,2,0.29,Documentary,1
7b2aae74-2b75-4973-93ec-b657bff5a9a1,38,Other,Standard,10.23,18,Africa,TV,13.99,PayPal,5,0.54,Documentary,0
0b23f53c-b88a-4f84-9ad7-a5c6c58468c1,63,Female,Standard,3.86,14,Europe,Mobile,13.99,Crypto,5,0.26,Documentary,1
35634eef-1966-4d15-992c-7486e67a53c4,56,Female,Basic,0.97,33,Asia,Mobile,8.99,Debit Card,4,0.03,Horror,1
44f7004f-4f0c-4ff0-848b-97da9a781eb0,18,Male,Premium,10.08,33,Oceania,Mobile,17.99,Credit Card,2,0.3,Documentary,1
ea9ede30-ded4-475e-8bdb-6e6f74ef8557,55,Female,Premium,17.76,49,Europe,Tablet,17.99,Credit Card,3,0.36,Drama,1
efe01bcd-e159-4494-a1d3-6e8432a0c269,33,Male,Standard,2.86,30,Europe,Tablet,13.99,Gift Card,5,0.09,Drama,1
2b7bf795-ccef-4bca-93a6-d00318b73c50,38,Female,Standard,0.9,35,North America,Desktop,13.99,PayPal,2,0.03,Sci-Fi,1
a1683619-5cc2-49c0-9830-26abcf323125,34,Male,Standard,10.55,54,Asia,Tablet,13.99,PayPal,5,0.19,Sci-Fi,0
c064e06e-7e55-493f-817f-ca67c074b251,20,Other,Basic,0.37,27,Africa,Desktop,8.99,PayPal,1,0.01,Drama,1
9cf92281-2835-407d-8baf-930f65d4a895,40,Other,Premium,2.14,12,South America,TV,17.99,Crypto,1,0.16,Action,1
ebb4aac9-1770-4e76-be32-0a6990073795,28,Male,Basic,29.12,31,Africa,Tablet,8.99,PayPal,4,0.91,Documentary,0
e81aef30-e7a7-4aeb-8eef-c4967596a893,24,Female,Standard,8.4,29,North America,Tablet,13.99,Debit Card,1,0.28,Romance,0
01717096-8d78-4952-8e2a-2b736796d452,26,Male,Basic,22.41,15,South America,Tablet,8.99,Gift Card,4,1.4,Action,0
1a3b4d35-f6d2-4645-a156-55305464e7ae,26,Male,Premium,13.17,37,South America,Tablet,17.99,Credit Card,4,0.35,Action,0
68ce89c8-a5b2-4117-b896-352c78e682a5,20,Other,Standard,2.75,2,Africa,TV,13.99,Credit Card,2,0.92,Sci-Fi,0
5a7ab9d8-b064-4994-8477-3a606aad924c,30,Other,Standard,5.21,11,Oceania,Tablet,13.99,PayPal,3,0.43,Romance,0
e0f60ffb-2b43-4da0-a550-7567557da37e,55,Female,Premium,16.83,16,Africa,Mobile,17.99,PayPal,4,0.99,Documentary,0
af3333ad-218a-4c59-a505-0bdc6c3a8ff9,43,Male,Standard,9.13,12,Africa,Mobile,13.99,Debit Card,3,0.7,Documentary,0
33624a15-18f7-4ffc-9315-f18f25909579,67,Female,Basic,5.74,1,Africa,Laptop,8.99,Credit Card,5,2.87,Drama,0
6cf5b92e-37e9-4e2e-9993-28d4abdbe701,44,Other,Basic,16.91,23,Africa,Mobile,8.99,Crypto,4,0.7,Romance,0
44e5fbde-b513-4d69-accb-f083a5863d89,46,Female,Basic,4.84,27,Africa,Desktop,8.99,PayPal,2,0.17,Romance,1
4c85513b-b640-49e2-966a-ecaf69ed1a62,24,Male,Standard,13.71,51,Oceania,Mobile,13.99,Debit Card,1,0.26,Horror,1
f7b78561-9d8b-4712-b3f3-238569b95f4b,47,Male,Premium,1.57,39,Oceania,Desktop,17.99,Credit Card,5,0.04,Horror,1
bb67998e-4ac1-45da-b7ca-605ec973e5fe,24,Male,Premium,1.12,55,Asia,Tablet,17.99,Crypto,5,0.02,Documentary,1
ad1386aa-c4a6-4fef-ac7d-8d017bc1834d,46,Other,Standard,7.14,23,Oceania,TV,13.99,Crypto,5,0.3,Sci-Fi,0
f0e1cc4a-8545-4e03-9f16-9e83b65e44aa,41,Female,Basic,32.8,32,Europe,Mobile,8.99,Credit Card,2,0.99,Drama,0
24586107-5506-4471-a0fe-c2f6bdbe3a78,37,Male,Premium,8.02,53,North America,Tablet,17.99,Gift Card,4,0.15,Comedy,1
054f20d6-02b1-4e8b-845e-85daac125a5a,70,Other,Standard,6.17,25,Oceania,Mobile,13.99,Credit Card,2,0.24,Drama,0
a20d885b-6335-48e3-bdd1-e4f60ebe2b61,36,Other,Premium,12.74,58,Asia,Desktop,17.99,Crypto,2,0.22,Drama,1
2649f2e5-179f-4ae9-8280-0dd4aadb0676,65,Female,Basic,10.17,19,Asia,Mobile,8.99,Debit Card,5,0.51,Documentary,0
25cc756b-6f70-4855-9d3f-36af6724cec5,31,Female,Premium,2.2,43,Europe,Desktop,17.99,Debit Card,5,0.05,Drama,1
5a5cf094-cda6-4488-9171-9747ec590ad0,50,Female,Basic,8.09,4,North America,Mobile,8.99,Debit Card,1,1.62,Action,0
934908b3-41b9-4415-bbad-0f3032a18506,52,Other,Basic,2.11,46,Asia,Mobile,8.99,PayPal,5,0.04,Action,1
fbf7eced-0008-448b-a601-d051971b1764,54,Other,Standard,27.56,28,Asia,Laptop,13.99,PayPal,5,0.95,Horror,0
77998b87-1b1a-4e4d-bbdc-63bc7a33610b,40,Female,Premium,8.64,35,South America,Laptop,17.99,Debit Card,5,0.24,Romance,0
7ad15795-15cf-443a-9272-439388f8af25,56,Female,Premium,24.68,9,Europe,Mobile,17.99,Credit Card,1,2.47,Drama,0
11d62c4f-c1a0-4356-80eb-394f38d17efe,60,Male,Premium,10.71,53,South America,Desktop,17.99,Credit Card,1,0.2,Documentary,1
4099d31a-cc4b-4948-bcb8-d3270cf3a9f5,58,Other,Basic,20.1,25,South America,Mobile,8.99,PayPal,2,0.77,Action,0
2ad8b82e-2168-47f7-9744-e845a8e48a18,34,Male,Basic,9.96,8,North America,Tablet,8.99,Credit Card,2,1.11,Action,0
d71984cf-9d1d-4192-95df-020aed82e1af,57,Male,Premium,20.0,41,South America,Laptop,17.99,Debit Card,2,0.48,Drama,1
21205edc-2ffb-4dce-b6a4-13ad8a8450bf,53,Female,Standard,1.72,19,Asia,TV,13.99,Credit Card,1,0.09,Horror,1
30b99823-3634-4286-a9b9-7db9f87cb49b,44,Male,Basic,3.91,2,South America,Laptop,8.99,Credit Card,4,1.3,Drama,0
ecd9a401-3be9-4ff9-8b82-7491e8de3376,61,Other,Premium,0.85,6,Europe,TV,17.99,Crypto,1,0.12,Horror,1
e674aba0-35ab-4d84-9283-901a58d5ece9,36,Male,Basic,34.97,16,Europe,TV,8.99,PayPal,2,2.06,Action,0
0acb8995-d92d-46a1-b80a-2c5d7fac4df3,21,Male,Basic,11.25,59,South America,Mobile,8.99,Debit Card,2,0.19,Action,1
bbc95670-f863-4860-9cbb-d7b3dec90199,25,Male,Premium,16.61,34,Oceania,Mobile,17.99,Debit Card,4,0.47,Comedy,0
59c9af14-e6e7-42b9-bfc6-1e3f7b529c79,41,Other,Standard,12.78,48,Europe,Desktop,13.99,Crypto,5,0.26,Sci-Fi,1
cf036ddf-1a7e-4a72-b1ea-55b11a87b482,67,Other,Premium,1.54,27,Asia,Desktop,17.99,Crypto,2,0.06,Horror,1
ff13f6a1-44b1-4c92-b638-17f63606970b,46,Other,Premium,1.76,28,Oceania,Desktop,17.99,Credit Card,4,0.06,Documentary,0
3835799a-8de3-44fd-8982-3f36e75865ed,37,Male,Premium,6.42,3,North America,Laptop,17.99,Debit Card,1,1.6,Comedy,0
47f88627-cafa-48f1-be88-630ac9399313,69,Other,Standard,31.16,47,Asia,Mobile,13.99,Debit Card,5,0.65,Documentary,0
a54d2797-8e28-42a3-a8b9-74d42fc1d3bd,51,Other,Standard,16.03,48,Africa,Tablet,13.99,Crypto,4,0.33,Romance,1
2c7c944e-7d27-409d-aef6-46659c0fb0c5,29,Male,Premium,63.39,37,North America,Tablet,17.99,Gift Card,4,1.67,Comedy,0
8a965066-832a-445b-a5d3-6935102c89a0,32,Male,Basic,26.07,37,Oceania,Laptop,8.99,Credit Card,2,0.69,Drama,0
2381eca7-1a48-4bfb-8dab-c7a632ed0058,40,Female,Basic,12.67,44,Europe,Laptop,8.99,Credit Card,1,0.28,Comedy,1
